title,label,description,detail,date
Hybrid Backup Recovery - The International Site Is Available for Commercial Use,New Zones\Regions,,"Available international regions include Australia (Sydney), Singapore, and Indonesia (Jakarta). Stay tuned, more regions are coming soon.",Jan 22 2020
Machine Learning Platform For AI - Machine Learning Studio Supports INT Data,New Features,Machine Learning Studio now supports INT type data to help you save storage space.,"Target customers: MaxCompute and Machine Learning Studio users, data developers, and users in the Internet, finance & insurance, and new retail industries.
Features released: Machine Learning Studio now allows you to display INT type data, and use INT type data in model training.
",Mar 06 2020
"Machine Learning Platform For AI - EAS Available in Indonesia (Jakarta), India (Mumbai), and Germany (Frankfurt) Regions",New Zones\Regions,,"Elastic Algorithm Service (EAS) of Machine Learning Platform for AI is now available in the Indonesia (Jakarta), India (Mumbai), and Germany (Frankfurt) regions.",Feb 13 2020
"Time Series DataBase - InfluxDB Is Available in Hong Kong (China), Indonesia, US (Silicon Valley), and US (Virginia) Regions",New Zones\Regions,,"InfluxDB is now available in the Hong Kong (China), Indonesia, US (Silicon Valley), and US (Virginia) regions.",Feb 15 2020
"Data Transmission Service - Supports Real-Time Data Migration from Oracle 12c,18c,19c and PDB Versions",New Features,"You can migrate data from Oracle databases to other types of databases. The following Oracle database versions are supported: 12c,18c,19c and PDB.","Target customers: customers who need to migrate data from Oracle databases to MySQL databases, PolarDB databases compatible with Oracle, and AnalyticDB for MySQL without service interruptions, and build data warehouses for real-time analysis.
Features released: You can migrate data from Oracle databases to MySQL databases, PolarDB databases compatible with Oracle, and AnalyticDB for MySQL without service interruptions, and build data warehouses for real-time analysis.",Feb 13 2020
Data Lake Analytics - Supports Data Writes to MaxCompute,New Features,Data Lake Analytics (DLA) allows you to write data to MaxCompute.,"Target customers: all users.
Feature released: DLA allows you to write data to MaxCompute.",Apr 02 2020
Data Lake Analytics - Supports the AnalyticDB for PostgreSQL Data Source,New Features,Data Lake Analytics (DLA) supports data reads and writes to AnalyticDB for PostgreSQL.,"Target customers: all users.
Features released: To meet the requirements of a growing number of DLA users, DLA can read and write data to AnalyticDB for PostgreSQL to support the joint analysis of data from both AnalyticDB for PostgreSQL and other sources.",Apr 02 2020
Machine Learning Platform For AI - DSW Available in India (Mumbai) Region.,New Zones\Regions,,Data Science Workshop (DSW) of Machine Learning Platform for AI is now available in the India (Mumbai) region.,Apr 02 2020
Data Lake Analytics - Skips Empty GZ Files During SQL Statement Execution,Experience Enhancements,Empty GZ files are skipped during SQL statement execution.,"During the execution of SQL statements, empty GZ files are skipped.",Mar 13 2020
Data Lake Analytics - Overall Performance Optimized When DROP TABLE Is Used to Delete Tables with a Large Number of Partitions,Experience Enhancements,"When you use the DROP TABLE statement to delete a table that has a large number of partitions, it takes a long time. After the optimization, the time required to delete such a table is significantly reduced.","If a table has a large number of partitions, it takes a long time to delete it by using the DROP TABLE statement. After the optimization, you can quickly delete a table that has tens of thousands of partitions.",Mar 13 2020
Web Application Firewall - WAF-V4.6.3.1 Protection Capability Upgrade User Guide Released,Experience Enhancements,Web Application Firewall (WAF) provides guidelines about protection capability upgrades for users. You can upgrade your WAF protection without service interruption.,The new WAF protection feature supports upgrade guide. This feature helps users to upgrade WAF.,Mar 10 2020
ApsaraDB for POLARDB - Available in US (Virginia),New Zones\Regions,,PolarDB for MySQL is now available in US (Virginia).,Mar 09 2020
Dataworks - Integrated into DingTalk Applets (Public Review),New Features,"DataWorks is available on mobile terminals to meet the user requirements of operations, administration, and management (OAM) in mobile scenarios. Users can activate the service and renew their accounts in DataWorks on their mobile terminals.","Target customers: users who require data development and OAM.
Features released: 1. Service activation, upgrade, and validity extension.
2. Mobile OAM (public review): recurring instance query, such as running time and operational log query, and processing of baseline and event alerts.",Mar 05 2020
Web Application Firewall - WAF-V4.6.3.0 Load Balancing among Multiple WAF Nodes Released,New Features,Web Application Firewall (WAF) supports intelligent load balancing protection. WAF provides multiple service nodes to enable automatic disaster recovery and optimal routing with low latency.,"Target customers: 1. Users who have multiple active origin servers and require high reliability and low latency.
2. Users who have single active origin server and require high reliability and low latency.
Features released: WAF supports intelligent load balancing among multiple WAF nodes and integrates intelligent Domain Name System (DNS) resolution. This mechanism enables intelligent connections to multiple protection nodes and provides back-to-origin algorithms for your workloads. WAF supports optimal intelligent scheduling and management of network traffic and multi-node automatic disaster recovery. This allows you to achieve high availability and accelerate connections to WAF.",Mar 04 2020
